time,flux,flux_err,timecorr,cadenceno,centroid_col,centroid_row,sap_flux,sap_flux_err,sap_bkg,sap_bkg_err,pdcsap_flux,pdcsap_flux_err,quality,psf_centr1,psf_centr1_err,psf_centr2,psf_centr2_err,mom_centr1,mom_centr1_err,mom_centr2,mom_centr2_err,pos_corr1,pos_corr2
1984.8271144721211,1.4943488e+00,2.0222641e-03,3.8983000e-03,36353,2015.70877,1765.82940,3.0712974e+03,2.3112509e+00,1.9949225e+03,8.4529924e-01,2.2879834e+03,3.0962696e+00,0,,,,,2015.70877,4.4463875e-04,1765.82940,4.4220351e-04,-2.9302649e-02,-5.7980739e-02
1984.8479479806065,1.4770367e+00,2.0220042e-03,3.8984846e-03,36354,2015.70791,1765.82799,3.0475234e+03,2.3109536e+00,2.0109641e+03,8.4419215e-01,2.2614771e+03,3.0958717e+00,0,,,,,2015.70791,4.4889198e-04,1765.82799,4.4601908e-04,-3.2422062e-02,-5.6278612e-02
1984.8687814890914,1.4629114e+00,2.0231151e-03,3.8986693e-03,36355,2015.70810,1765.82898,3.0440864e+03,2.3122232e+00,2.0176489e+03,8.4513980e-01,2.2398499e+03,3.0975726e+00,0,,,,,2015.70810,4.5028489e-04,1765.82898,4.4642834e-04,-2.9883988e-02,-5.6720939e-02
1984.8896149978082,1.4845053e+00,2.0267707e-03,3.8988541e-03,36356,2015.70907,1765.83029,3.0778152e+03,2.3164012e+00,2.0167072e+03,8.4697378e-01,2.2729121e+03,3.1031694e+00,0,,,,,2015.70907,4.4461768e-04,1765.83029,4.4199734e-04,-3.0651383e-02,-5.8272399e-02
1984.9104485067573,1.5343707e+00,2.0290753e-03,3.8990392e-03,36357,2015.70933,1765.82867,3.0988496e+03,2.3190353e+00,2.0114148e+03,8.4449357e-01,2.3492605e+03,3.1066980e+00,0,,,,,2015.70933,4.4209827e-04,1765.82867,4.4033959e-04,-3.3390429e-02,-6.3293405e-02
1984.9312820159412,1.4978409e+00,2.0238664e-03,3.8992246e-03,36358,2015.70819,1765.82841,3.0624207e+03,2.3130820e+00,2.0035090e+03,8.4225726e-01,2.2933301e+03,3.0987227e+00,0,,,,,2015.70819,4.4655032e-04,1765.82841,4.4484728e-04,-2.9954758e-02,-6.2328681e-02
1984.952115525357,1.4461420e+00,2.0132312e-03,3.8994101e-03,36359,2015.70817,1765.82921,3.0195339e+03,2.3009269e+00,1.9923790e+03,8.4006560e-01,2.2141743e+03,3.0824394e+00,0,,,,,2015.70817,4.5070151e-04,1765.82921,4.4854748e-04,-3.1061491e-02,-5.8520619e-02
1984.9729490347718,1.3842223e+00,2.0047193e-03,3.8995957e-03,36360,2015.70594,1765.82814,2.9488835e+03,2.2911987e+00,1.9830116e+03,8.4187722e-01,2.1193696e+03,3.0694070e+00,0,,,,,2015.70594,4.5968354e-04,1765.82814,4.5784249e-04,-3.0508101e-02,-5.6724597e-02
1984.9937825444204,1.3590262e+00,1.9966846e-03,3.8997815e-03,36361,2015.70447,1765.82865,2.9160544e+03,2.2820158e+00,1.9744414e+03,8.4184110e-01,2.0807922e+03,3.0571051e+00,0,,,,,2015.70447,4.6382550e-04,1765.82865,4.6089973e-04,-3.0297836e-02,-5.5127107e-02
1985.0146160540698,1.3531727e+00,1.9953775e-03,3.8999673e-03,36362,2015.70568,1765.82862,2.9182678e+03,2.2805219e+00,1.9685042e+03,8.3895785e-01,2.0718298e+03,3.0551035e+00,0,,,,,2015.70568,4.6296476e-04,1765.82862,4.6022862e-04,-3.2820579e-02,-5.6557044e-02
1985.035449563951,1.3668380e+00,1.9979358e-03,3.9001533e-03,36363,2015.70614,1765.82943,2.9405652e+03,2.2834458e+00,1.9638336e+03,8.4042019e-01,2.0927527e+03,3.0590208e+00,0,,,,,2015.70614,4.6009049e-04,1765.82943,4.5682350e-04,-3.6890734e-02,-5.7538934e-02
1985.0562830740646,1.3993334e+00,2.0037391e-03,3.9003396e-03,36364,2015.70650,1765.82969,2.9792415e+03,2.2900784e+00,1.9650903e+03,8.4078228e-01,2.1425061e+03,3.0679061e+00,0,,,,,2015.70650,4.5459089e-04,1765.82969,4.5203138e-04,-3.2795537e-02,-5.6647845e-02
1985.0771165841788,1.4468611e+00,2.0066593e-03,3.9005259e-03,36365,2015.70796,1765.82908,3.0045332e+03,2.2934160e+00,1.9640991e+03,8.3771247e-01,2.2152754e+03,3.0723772e+00,0,,,,,2015.70796,4.5176179e-04,1765.82908,4.4919047e-04,-3.2910455e-02,-5.4990053e-02
1985.0979500945264,1.4751999e+00,2.0094723e-03,3.9007124e-03,36366,2015.70890,1765.82774,3.0213125e+03,2.2966306e+00,1.9632853e+03,8.3983243e-01,2.2586648e+03,3.0766840e+00,0,,,,,2015.70890,4.4899355e-04,1765.82774,4.4764532e-04,-3.4619246e-02,-5.6619052e-02
1985.1187836048734,1.4447393e+00,2.0070102e-03,3.9008989e-03,36367,2015.70832,1765.82908,3.0077324e+03,2.2938168e+00,1.9617052e+03,8.4003007e-01,2.2120269e+03,3.0729144e+00,0,,,,,2015.70832,4.5066414e-04,1765.82908,4.4856776e-04,-3.2169025e-02,-5.6903452e-02
1985.139617115453,1.4616488e+00,2.0092062e-03,3.9010856e-03,36368,2015.70722,1765.82950,3.0312131e+03,2.2963266e+00,1.9591237e+03,8.3783042e-01,2.2379167e+03,3.0762768e+00,0,,,,,2015.70722,4.4787893e-04,1765.82950,4.4546530e-04,-3.0867243e-02,-5.4695509e-02
1985.1604506260328,1.4388870e+00,2.0063331e-03,3.9012723e-03,36369,2015.70781,1765.82917,3.0123450e+03,2.2930431e+00,1.9550605e+03,8.3881724e-01,2.2030664e+03,3.0718777e+00,0,,,,,2015.70781,4.5012007e-04,1765.82917,4.4748210e-04,-3.4475390e-02,-5.6177810e-02
1985.181284136846,1.4269432e+00,2.0030192e-03,3.9014593e-03,36370,2015.70741,1765.82905,3.0002625e+03,2.2892556e+00,1.9477628e+03,8.3681911e-01,2.1847793e+03,3.0668039e+00,0,,,,,2015.70741,4.5116499e-04,1765.82905,4.4839946e-04,-3.5001114e-02,-5.6008585e-02
1985.2021176476587,1.4262601e+00,1.9984874e-03,3.9016462e-03,36371,2015.70723,1765.82899,2.9919563e+03,2.2840762e+00,1.9380894e+03,8.3269936e-01,2.1837334e+03,3.0598652e+00,0,,,,,2015.70723,4.5130777e-04,1765.82899,4.4910333e-04,-3.4333006e-02,-5.5571049e-02
1985.2229511587038,1.3489952e+00,1.9848561e-03,3.9018334e-03,36372,2015.70588,1765.82925,2.8998843e+03,2.2684968e+00,1.9238370e+03,8.3436084e-01,2.0654338e+03,3.0389943e+00,0,,,,,2015.70588,4.6406640e-04,1765.82925,4.6012391e-04,-3.5904557e-02,-5.4941360e-02
1985.2437846697494,1.2943079e+00,1.9686010e-03,3.9020206e-03,36373,2015.70315,1765.82732,2.8165317e+03,2.2499192e+00,1.9057273e+03,8.3268648e-01,1.9817028e+03,3.0141065e+00,0,,,,,2015.70315,4.7353975e-04,1765.82732,4.7090449e-04,-4.2194553e-02,-5.5890691e-02
1985.2646181807947,1.3242172e+00,1.9651237e-03,3.9022078e-03,36374,2015.70356,1765.82645,2.8053982e+03,2.2459450e+00,1.8809529e+03,8.2616693e-01,2.0274965e+03,3.0087824e+00,0,,,,,2015.70356,4.7404252e-04,1765.82645,4.7357762e-04,-3.6651794e-02,-5.2710973e-02
1985.285451692073,1.3089223e+00,1.9582408e-03,3.9023953e-03,36375,2015.70273,1765.82813,2.8150330e+03,2.2380784e+00,1.8479583e+03,8.2375807e-01,2.0040786e+03,2.9982440e+00,0,,,,,2015.70273,4.7209815e-04,1765.82813,4.6831087e-04,-3.6977682e-02,-5.4688413e-02
1985.3062852033513,1.3232399e+00,1.9513263e-03,3.9025827e-03,36376,2015.70299,1765.82837,2.8287917e+03,2.2301757e+00,1.8092288e+03,8.1827277e-01,2.0260002e+03,2.9876573e+00,0,,,,,2015.70299,4.6711668e-04,1765.82837,4.6394675e-04,-3.5499837e-02,-5.4404069e-02
